Fecha,Festivo,Zona_de_Carga
10/05/2017,Dia De La Madre,ZAPOTLAN
10/05/2017,Dia De La Madre,APATZINGAN
10/05/2017,Dia De La Madre,MORELIA
10/05/2017,Dia De La Madre,URUAPAN
10/05/2017,Dia De La Madre,ZACAPU
10/05/2017,Dia De La Madre,ZAMORA
10/05/2017,Dia De La Madre,TEPIC VALLARTA 
10/05/2017,Dia De La Madre,SAN JUAN DEL RIO
10/05/2017,Dia De La Madre,MATEHUALA
10/05/2017,Dia De La Madre,MINAS
10/05/2017,Dia De La Madre,AGUASCALIENTES
10/05/2017,Dia De La Madre,COLIMA 
10/05/2017,Dia De La Madre,QUERETARO
10/05/2017,Dia De La Madre,SAN LUIS POTOSI
10/05/2017,Dia De La Madre,ZACATECAS
16/09/2017,Dia De La Independencia,FRESNILLO
16/09/2017,Dia De La Independencia,MANZANILLO
16/09/2017,Dia De La Independencia,CELAYA
16/09/2017,Dia De La Independencia,IRAPUATO
16/09/2017,Dia De La Independencia,LEON
16/09/2017,Dia De La Independencia,SALVATIERRA
16/09/2017,Dia De La Independencia,IXIMIQUILPAN
16/09/2017,Dia De La Independencia,CIENEGA
16/09/2017,Dia De La Independencia,GUADALAJARA
16/09/2017,Dia De La Independencia,JIQUILPAN
16/09/2017,Dia De La Independencia,LOS ALTOS 
16/09/2017,Dia De La Independencia,ZAPOTLAN
16/09/2017,Dia De La Independencia,APATZINGAN
16/09/2017,Dia De La Independencia,MORELIA
16/09/2017,Dia De La Independencia,URUAPAN
16/09/2017,Dia De La Independencia,ZACAPU
16/09/2017,Dia De La Independencia,ZAMORA
16/09/2017,Dia De La Independencia,TEPIC VALLARTA 
16/09/2017,Dia De La Independencia,SAN JUAN DEL RIO
16/09/2017,Dia De La Independencia,MATEHUALA
16/09/2017,Dia De La Independencia,MINAS
16/09/2017,Dia De La Independencia,AGUASCALIENTES
16/09/2017,Dia De La Independencia,COLIMA 
16/09/2017,Dia De La Independencia,QUERETARO
16/09/2017,Dia De La Independencia,SAN LUIS POTOSI
16/09/2017,Dia De La Independencia,ZACATECAS
12/10/2017,Dia De La Virgen De Zapopan,GUADALAJARA
02/11/2017,Dia De Los Muertos,FRESNILLO
02/11/2017,Dia De Los Muertos,MANZANILLO
02/11/2017,Dia De Los Muertos,CELAYA
02/11/2017,Dia De Los Muertos,IRAPUATO
02/11/2017,Dia De Los Muertos,LEON
02/11/2017,Dia De Los Muertos,SALVATIERRA
02/11/2017,Dia De Los Muertos,IXIMIQUILPAN
02/11/2017,Dia De Los Muertos,CIENEGA
02/11/2017,Dia De Los Muertos,GUADALAJARA
02/11/2017,Dia De Los Muertos,JIQUILPAN
02/11/2017,Dia De Los Muertos,LOS ALTOS 
02/11/2017,Dia De Los Muertos,ZAPOTLAN
02/11/2017,Dia De Los Muertos,APATZINGAN
02/11/2017,Dia De Los Muertos,MORELIA
02/11/2017,Dia De Los Muertos,URUAPAN
02/11/2017,Dia De Los Muertos,ZACAPU
02/11/2017,Dia De Los Muertos,ZAMORA
02/11/2017,Dia De Los Muertos,TEPIC VALLARTA 
02/11/2017,Dia De Los Muertos,SAN JUAN DEL RIO
02/11/2017,Dia De Los Muertos,MATEHUALA
02/11/2017,Dia De Los Muertos,MINAS
02/11/2017,Dia De Los Muertos,AGUASCALIENTES
02/11/2017,Dia De Los Muertos,COLIMA 
02/11/2017,Dia De Los Muertos,QUERETARO
02/11/2017,Dia De Los Muertos,SAN LUIS POTOSI
02/11/2017,Dia De Los Muertos,ZACATECAS
20/11/2017,Dia De La Revolucion,FRESNILLO
20/11/2017,Dia De La Revolucion,MANZANILLO
20/11/2017,Dia De La Revolucion,CELAYA
20/11/2017,Dia De La Revolucion,IRAPUATO
20/11/2017,Dia De La Revolucion,LEON
20/11/2017,Dia De La Revolucion,SALVATIERRA
20/11/2017,Dia De La Revolucion,IXIMIQUILPAN
20/11/2017,Dia De La Revolucion,CIENEGA
20/11/2017,Dia De La Revolucion,GUADALAJARA
20/11/2017,Dia De La Revolucion,JIQUILPAN
20/11/2017,Dia De La Revolucion,LOS ALTOS 
20/11/2017,Dia De La Revolucion,ZAPOTLAN
20/11/2017,Dia De La Revolucion,APATZINGAN
20/11/2017,Dia De La Revolucion,MORELIA
20/11/2017,Dia De La Revolucion,URUAPAN
20/11/2017,Dia De La Revolucion,ZACAPU
20/11/2017,Dia De La Revolucion,ZAMORA
20/11/2017,Dia De La Revolucion,TEPIC VALLARTA 
20/11/2017,Dia De La Revolucion,SAN JUAN DEL RIO
20/11/2017,Dia De La Revolucion,MATEHUALA
20/11/2017,Dia De La Revolucion,MINAS
20/11/2017,Dia De La Revolucion,AGUASCALIENTES
20/11/2017,Dia De La Revolucion,COLIMA 
20/11/2017,Dia De La Revolucion,QUERETARO
20/11/2017,Dia De La Revolucion,SAN LUIS POTOSI
20/11/2017,Dia De La Revolucion,ZACATECAS
12/12/2017,Dia De La Virgen De Guadalupe,CELAYA
12/12/2017,Dia De La Virgen De Guadalupe,IRAPUATO
12/12/2017,Dia De La Virgen De Guadalupe,LEON
12/12/2017,Dia De La Virgen De Guadalupe,SALVATIERRA
12/12/2017,Dia De La Virgen De Guadalupe,IXIMIQUILPAN
12/12/2017,Dia De La Virgen De Guadalupe,CIENEGA
12/12/2017,Dia De La Virgen De Guadalupe,GUADALAJARA
12/12/2017,Dia De La Virgen De Guadalupe,JIQUILPAN
12/12/2017,Dia De La Virgen De Guadalupe,LOS ALTOS 
12/12/2017,Dia De La Virgen De Guadalupe,ZAPOTLAN
12/12/2017,Dia De La Virgen De Guadalupe,APATZINGAN
12/12/2017,Dia De La Virgen De Guadalupe,MORELIA
12/12/2017,Dia De La Virgen De Guadalupe,URUAPAN
12/12/2017,Dia De La Virgen De Guadalupe,ZACAPU
12/12/2017,Dia De La Virgen De Guadalupe,ZAMORA
12/12/2017,Dia De La Virgen De Guadalupe,TEPIC VALLARTA 
12/12/2017,Dia De La Virgen De Guadalupe,SAN JUAN DEL RIO
12/12/2017,Dia De La Virgen De Guadalupe,MATEHUALA
12/12/2017,Dia De La Virgen De Guadalupe,MINAS
12/12/2017,Dia De La Virgen De Guadalupe,AGUASCALIENTES
12/12/2017,Dia De La Virgen De Guadalupe,COLIMA 
12/12/2017,Dia De La Virgen De Guadalupe,QUERETARO
12/12/2017,Dia De La Virgen De Guadalupe,SAN LUIS POTOSI
12/12/2017,Dia De La Virgen De Guadalupe,ZACATECAS
12/12/2017,Dia De La Virgen De Guadalupe,FRESNILLO
12/12/2017,Dia De La Virgen De Guadalupe,MANZANILLO
12/12/2017,Dia De La Virgen De Guadalupe,CELAYA
12/12/2017,Dia De La Virgen De Guadalupe,IRAPUATO
12/12/2017,Dia De La Virgen De Guadalupe,LEON
12/12/2017,Dia De La Virgen De Guadalupe,SALVATIERRA
12/12/2017,Dia De La Virgen De Guadalupe,IXIMIQUILPAN
12/12/2017,Dia De La Virgen De Guadalupe,CIENEGA
12/12/2017,Dia De La Virgen De Guadalupe,GUADALAJARA
12/12/2017,Dia De La Virgen De Guadalupe,JIQUILPAN
12/12/2017,Dia De La Virgen De Guadalupe,LOS ALTOS 
12/12/2017,Dia De La Virgen De Guadalupe,ZAPOTLAN
12/12/2017,Dia De La Virgen De Guadalupe,APATZINGAN
12/12/2017,Dia De La Virgen De Guadalupe,MORELIA
12/12/2017,Dia De La Virgen De Guadalupe,URUAPAN
12/12/2017,Dia De La Virgen De Guadalupe,ZACAPU
12/12/2017,Dia De La Virgen De Guadalupe,ZAMORA
12/12/2017,Dia De La Virgen De Guadalupe,TEPIC VALLARTA 
12/12/2017,Dia De La Virgen De Guadalupe,SAN JUAN DEL RIO
12/12/2017,Dia De La Virgen De Guadalupe,MATEHUALA
12/12/2017,Dia De La Virgen De Guadalupe,MINAS
12/12/2017,Dia De La Virgen De Guadalupe,AGUASCALIENTES
12/12/2017,Dia De La Virgen De Guadalupe,COLIMA 
12/12/2017,Dia De La Virgen De Guadalupe,QUERETARO
12/12/2017,Dia De La Virgen De Guadalupe,SAN LUIS POTOSI
12/12/2017,Dia De La Virgen De Guadalupe,ZACATECAS
25/12/2017,Navidad,FRESNILLO
25/12/2017,Navidad,MANZANILLO
25/12/2017,Navidad,CELAYA
25/12/2017,Navidad,IRAPUATO
25/12/2017,Navidad,LEON
25/12/2017,Navidad,SALVATIERRA
25/12/2017,Navidad,IXIMIQUILPAN
25/12/2017,Navidad,CIENEGA
25/12/2017,Navidad,GUADALAJARA
25/12/2017,Navidad,JIQUILPAN
25/12/2017,Navidad,LOS ALTOS 
25/12/2017,Navidad,ZAPOTLAN
25/12/2017,Navidad,APATZINGAN
25/12/2017,Navidad,MORELIA
25/12/2017,Navidad,URUAPAN
25/12/2017,Navidad,ZACAPU
25/12/2017,Navidad,ZAMORA
25/12/2017,Navidad,TEPIC VALLARTA 
25/12/2017,Navidad,SAN JUAN DEL RIO
25/12/2017,Navidad,MATEHUALA
25/12/2017,Navidad,MINAS
25/12/2017,Navidad,AGUASCALIENTES
25/12/2017,Navidad,COLIMA 
25/12/2017,Navidad,QUERETARO
25/12/2017,Navidad,SAN LUIS POTOSI
25/12/2017,Navidad,ZACATECAS
01/01/2018,Ano Nuevo,FRESNILLO
01/01/2018,Ano Nuevo,MANZANILLO
01/01/2018,Ano Nuevo,CELAYA
01/01/2018,Ano Nuevo,IRAPUATO
01/01/2018,Ano Nuevo,LEON
01/01/2018,Ano Nuevo,SALVATIERRA
01/01/2018,Ano Nuevo,IXIMIQUILPAN
01/01/2018,Ano Nuevo,CIENEGA
01/01/2018,Ano Nuevo,GUADALAJARA
01/01/2018,Ano Nuevo,JIQUILPAN
01/01/2018,Ano Nuevo,LOS ALTOS 
01/01/2018,Ano Nuevo,ZAPOTLAN
01/01/2018,Ano Nuevo,APATZINGAN
01/01/2018,Ano Nuevo,MORELIA
01/01/2018,Ano Nuevo,URUAPAN
01/01/2018,Ano Nuevo,ZACAPU
01/01/2018,Ano Nuevo,ZAMORA
01/01/2018,Ano Nuevo,TEPIC VALLARTA 
01/01/2018,Ano Nuevo,SAN JUAN DEL RIO
01/01/2018,Ano Nuevo,MATEHUALA
01/01/2018,Ano Nuevo,MINAS
01/01/2018,Ano Nuevo,AGUASCALIENTES
01/01/2018,Ano Nuevo,COLIMA 
01/01/2018,Ano Nuevo,QUERETARO
01/01/2018,Ano Nuevo,SAN LUIS POTOSI
01/01/2018,Ano Nuevo,ZACATECAS
05/02/2018,Aniversario De La Constitucion De 1917,FRESNILLO
05/02/2018,Aniversario De La Constitucion De 1917,MANZANILLO
05/02/2018,Aniversario De La Constitucion De 1917,CELAYA
05/02/2018,Aniversario De La Constitucion De 1917,IRAPUATO
05/02/2018,Aniversario De La Constitucion De 1917,LEON
05/02/2018,Aniversario De La Constitucion De 1917,SALVATIERRA
05/02/2018,Aniversario De La Constitucion De 1917,IXIMIQUILPAN
05/02/2018,Aniversario De La Constitucion De 1917,CIENEGA
05/02/2018,Aniversario De La Constitucion De 1917,GUADALAJARA
05/02/2018,Aniversario De La Constitucion De 1917,JIQUILPAN
05/02/2018,Aniversario De La Constitucion De 1917,LOS ALTOS 
05/02/2018,Aniversario De La Constitucion De 1917,ZAPOTLAN
05/02/2018,Aniversario De La Constitucion De 1917,APATZINGAN
05/02/2018,Aniversario De La Constitucion De 1917,MORELIA
05/02/2018,Aniversario De La Constitucion De 1917,URUAPAN
05/02/2018,Aniversario De La Constitucion De 1917,ZACAPU
05/02/2018,Aniversario De La Constitucion De 1917,ZAMORA
05/02/2018,Aniversario De La Constitucion De 1917,TEPIC VALLARTA 
05/02/2018,Aniversario De La Constitucion De 1917,SAN JUAN DEL RIO
05/02/2018,Aniversario De La Constitucion De 1917,MATEHUALA
05/02/2018,Aniversario De La Constitucion De 1917,MINAS
05/02/2018,Aniversario De La Constitucion De 1917,AGUASCALIENTES
05/02/2018,Aniversario De La Constitucion De 1917,COLIMA 
05/02/2018,Aniversario De La Constitucion De 1917,QUERETARO
05/02/2018,Aniversario De La Constitucion De 1917,SAN LUIS POTOSI
05/02/2018,Aniversario De La Constitucion De 1917,ZACATECAS
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,FRESNILLO
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,MANZANILLO
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,CELAYA
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,IRAPUATO
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,LEON
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,SALVATIERRA
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,IXIMIQUILPAN
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,CIENEGA
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,GUADALAJARA
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,JIQUILPAN
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,LOS ALTOS 
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,ZAPOTLAN
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,APATZINGAN
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,MORELIA
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,URUAPAN
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,ZACAPU
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,ZAMORA
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,TEPIC VALLARTA 
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,SAN JUAN DEL RIO
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,MATEHUALA
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,MINAS
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,AGUASCALIENTES
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,COLIMA 
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,QUERETARO
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,SAN LUIS POTOSI
19/03/2018,Natalicio De Benito Ju‡Rez Garcia,ZACATECAS
29/03/2018,Jueves Santo,FRESNILLO
29/03/2018,Jueves Santo,MANZANILLO
29/03/2018,Jueves Santo,CELAYA
29/03/2018,Jueves Santo,IRAPUATO
29/03/2018,Jueves Santo,LEON
29/03/2018,Jueves Santo,SALVATIERRA
29/03/2018,Jueves Santo,IXIMIQUILPAN
29/03/2018,Jueves Santo,CIENEGA
29/03/2018,Jueves Santo,GUADALAJARA
29/03/2018,Jueves Santo,JIQUILPAN
29/03/2018,Jueves Santo,LOS ALTOS 
29/03/2018,Jueves Santo,ZAPOTLAN
29/03/2018,Jueves Santo,APATZINGAN
29/03/2018,Jueves Santo,MORELIA
29/03/2018,Jueves Santo,URUAPAN
29/03/2018,Jueves Santo,ZACAPU
29/03/2018,Jueves Santo,ZAMORA
29/03/2018,Jueves Santo,TEPIC VALLARTA 
29/03/2018,Jueves Santo,SAN JUAN DEL RIO
29/03/2018,Jueves Santo,MATEHUALA
29/03/2018,Jueves Santo,MINAS
29/03/2018,Jueves Santo,AGUASCALIENTES
29/03/2018,Jueves Santo,COLIMA 
29/03/2018,Jueves Santo,QUERETARO
29/03/2018,Jueves Santo,SAN LUIS POTOSI
29/03/2018,Jueves Santo,ZACATECAS
30/03/2018,Viernes Santo,FRESNILLO
30/03/2018,Viernes Santo,MANZANILLO
30/03/2018,Viernes Santo,CELAYA
30/03/2018,Viernes Santo,IRAPUATO
30/03/2018,Viernes Santo,LEON
30/03/2018,Viernes Santo,SALVATIERRA
30/03/2018,Viernes Santo,IXIMIQUILPAN
30/03/2018,Viernes Santo,CIENEGA
30/03/2018,Viernes Santo,GUADALAJARA
30/03/2018,Viernes Santo,JIQUILPAN
30/03/2018,Viernes Santo,LOS ALTOS 
30/03/2018,Viernes Santo,ZAPOTLAN
30/03/2018,Viernes Santo,APATZINGAN
30/03/2018,Viernes Santo,MORELIA
30/03/2018,Viernes Santo,URUAPAN
30/03/2018,Viernes Santo,ZACAPU
30/03/2018,Viernes Santo,ZAMORA
30/03/2018,Viernes Santo,TEPIC VALLARTA 
30/03/2018,Viernes Santo,SAN JUAN DEL RIO
30/03/2018,Viernes Santo,MATEHUALA
30/03/2018,Viernes Santo,MINAS
30/03/2018,Viernes Santo,AGUASCALIENTES
30/03/2018,Viernes Santo,COLIMA 
30/03/2018,Viernes Santo,QUERETARO
30/03/2018,Viernes Santo,SAN LUIS POTOSI
30/03/2018,Viernes Santo,ZACATECAS
01/05/2018,Dia Del Trabajo,FRESNILLO
01/05/2018,Dia Del Trabajo,MANZANILLO
01/05/2018,Dia Del Trabajo,CELAYA
01/05/2018,Dia Del Trabajo,IRAPUATO
01/05/2018,Dia Del Trabajo,LEON
01/05/2018,Dia Del Trabajo,SALVATIERRA
01/05/2018,Dia Del Trabajo,IXIMIQUILPAN
01/05/2018,Dia Del Trabajo,CIENEGA
01/05/2018,Dia Del Trabajo,GUADALAJARA
01/05/2018,Dia Del Trabajo,JIQUILPAN
01/05/2018,Dia Del Trabajo,LOS ALTOS 
01/05/2018,Dia Del Trabajo,ZAPOTLAN
01/05/2018,Dia Del Trabajo,APATZINGAN
01/05/2018,Dia Del Trabajo,MORELIA
01/05/2018,Dia Del Trabajo,URUAPAN
01/05/2018,Dia Del Trabajo,ZACAPU
01/05/2018,Dia Del Trabajo,ZAMORA
01/05/2018,Dia Del Trabajo,TEPIC VALLARTA 
01/05/2018,Dia Del Trabajo,SAN JUAN DEL RIO
01/05/2018,Dia Del Trabajo,MATEHUALA
01/05/2018,Dia Del Trabajo,MINAS
01/05/2018,Dia Del Trabajo,AGUASCALIENTES
01/05/2018,Dia Del Trabajo,COLIMA 
01/05/2018,Dia Del Trabajo,QUERETARO
01/05/2018,Dia Del Trabajo,SAN LUIS POTOSI
01/05/2018,Dia Del Trabajo,ZACATECAS
10/05/2017,Dia De La Madre,FRESNILLO
10/05/2017,Dia De La Madre,MANZANILLO
10/05/2017,Dia De La Madre,CELAYA
10/05/2017,Dia De La Madre,IRAPUATO
10/05/2017,Dia De La Madre,LEON
10/05/2017,Dia De La Madre,SALVATIERRA
10/05/2017,Dia De La Madre,IXIMIQUILPAN
10/05/2017,Dia De La Madre,CIENEGA
10/05/2017,Dia De La Madre,GUADALAJARA
10/05/2017,Dia De La Madre,JIQUILPAN
10/05/2017,Dia De La Madre,LOS ALTOS 
10/05/2017,Dia De La Madre,ZAPOTLAN
10/05/2017,Dia De La Madre,APATZINGAN
10/05/2017,Dia De La Madre,MORELIA
10/05/2017,Dia De La Madre,URUAPAN
10/05/2017,Dia De La Madre,ZACAPU
10/05/2017,Dia De La Madre,ZAMORA
10/05/2017,Dia De La Madre,TEPIC VALLARTA 
10/05/2017,Dia De La Madre,SAN JUAN DEL RIO
10/05/2017,Dia De La Madre,MATEHUALA
10/05/2017,Dia De La Madre,MINAS
10/05/2017,Dia De La Madre,AGUASCALIENTES
10/05/2017,Dia De La Madre,COLIMA 
10/05/2017,Dia De La Madre,QUERETARO
10/05/2017,Dia De La Madre,SAN LUIS POTOSI
10/05/2017,Dia De La Madre,ZACATECAS
01/07/2018,Elecciones presidenciales ,FRESNILLO
01/07/2018,Elecciones presidenciales ,MANZANILLO
01/07/2018,Elecciones presidenciales ,CELAYA
01/07/2018,Elecciones presidenciales ,IRAPUATO
01/07/2018,Elecciones presidenciales ,LEON
01/07/2018,Elecciones presidenciales ,SALVATIERRA
01/07/2018,Elecciones presidenciales ,IXIMIQUILPAN
01/07/2018,Elecciones presidenciales ,CIENEGA
01/07/2018,Elecciones presidenciales ,GUADALAJARA
01/07/2018,Elecciones presidenciales ,JIQUILPAN
01/07/2018,Elecciones presidenciales ,LOS ALTOS 
01/07/2018,Elecciones presidenciales ,ZAPOTLAN
01/07/2018,Elecciones presidenciales ,APATZINGAN
01/07/2018,Elecciones presidenciales ,MORELIA
01/07/2018,Elecciones presidenciales ,URUAPAN
01/07/2018,Elecciones presidenciales ,ZACAPU
01/07/2018,Elecciones presidenciales ,ZAMORA
01/07/2018,Elecciones presidenciales ,TEPIC VALLARTA 
01/07/2018,Elecciones presidenciales ,SAN JUAN DEL RIO
01/07/2018,Elecciones presidenciales ,MATEHUALA
01/07/2018,Elecciones presidenciales ,MINAS
01/07/2018,Elecciones presidenciales ,AGUASCALIENTES
01/07/2018,Elecciones presidenciales ,COLIMA 
01/07/2018,Elecciones presidenciales ,QUERETARO
01/07/2018,Elecciones presidenciales ,SAN LUIS POTOSI
01/07/2018,Elecciones presidenciales ,ZACATECAS
16/09/2018,Dia De La Independencia,FRESNILLO
16/09/2018,Dia De La Independencia,MANZANILLO
16/09/2018,Dia De La Independencia,CELAYA
16/09/2018,Dia De La Independencia,IRAPUATO
16/09/2018,Dia De La Independencia,LEON
16/09/2018,Dia De La Independencia,SALVATIERRA
16/09/2018,Dia De La Independencia,IXIMIQUILPAN
16/09/2018,Dia De La Independencia,CIENEGA
16/09/2018,Dia De La Independencia,GUADALAJARA
16/09/2018,Dia De La Independencia,JIQUILPAN
16/09/2018,Dia De La Independencia,LOS ALTOS 
16/09/2018,Dia De La Independencia,ZAPOTLAN
16/09/2018,Dia De La Independencia,APATZINGAN
16/09/2018,Dia De La Independencia,MORELIA
16/09/2018,Dia De La Independencia,URUAPAN
16/09/2018,Dia De La Independencia,ZACAPU
16/09/2018,Dia De La Independencia,ZAMORA
16/09/2018,Dia De La Independencia,TEPIC VALLARTA 
16/09/2018,Dia De La Independencia,SAN JUAN DEL RIO
16/09/2018,Dia De La Independencia,MATEHUALA
16/09/2018,Dia De La Independencia,MINAS
16/09/2018,Dia De La Independencia,AGUASCALIENTES
16/09/2018,Dia De La Independencia,COLIMA 
16/09/2018,Dia De La Independencia,QUERETARO
16/09/2018,Dia De La Independencia,SAN LUIS POTOSI
16/09/2018,Dia De La Independencia,ZACATECAS
12/10/2018,Dia De La Virgen De Zapopan,GUADALAJARA
02/11/2018,Dia De Los Muertos,FRESNILLO
02/11/2018,Dia De Los Muertos,MANZANILLO
02/11/2018,Dia De Los Muertos,CELAYA
02/11/2018,Dia De Los Muertos,IRAPUATO
02/11/2018,Dia De Los Muertos,LEON
02/11/2018,Dia De Los Muertos,SALVATIERRA
02/11/2018,Dia De Los Muertos,IXIMIQUILPAN
02/11/2018,Dia De Los Muertos,CIENEGA
02/11/2018,Dia De Los Muertos,GUADALAJARA
02/11/2018,Dia De Los Muertos,JIQUILPAN
02/11/2018,Dia De Los Muertos,LOS ALTOS 
02/11/2018,Dia De Los Muertos,ZAPOTLAN
02/11/2018,Dia De Los Muertos,APATZINGAN
02/11/2018,Dia De Los Muertos,MORELIA
02/11/2018,Dia De Los Muertos,URUAPAN
02/11/2018,Dia De Los Muertos,ZACAPU
02/11/2018,Dia De Los Muertos,ZAMORA
02/11/2018,Dia De Los Muertos,TEPIC VALLARTA 
02/11/2018,Dia De Los Muertos,SAN JUAN DEL RIO
02/11/2018,Dia De Los Muertos,MATEHUALA
02/11/2018,Dia De Los Muertos,MINAS
02/11/2018,Dia De Los Muertos,AGUASCALIENTES
02/11/2018,Dia De Los Muertos,COLIMA 
02/11/2018,Dia De Los Muertos,QUERETARO
02/11/2018,Dia De Los Muertos,SAN LUIS POTOSI
02/11/2018,Dia De Los Muertos,ZACATECAS
20/11/2018,Dia De La Revolucion,FRESNILLO
20/11/2018,Dia De La Revolucion,MANZANILLO
20/11/2018,Dia De La Revolucion,CELAYA
20/11/2018,Dia De La Revolucion,IRAPUATO
20/11/2018,Dia De La Revolucion,LEON
20/11/2018,Dia De La Revolucion,SALVATIERRA
20/11/2018,Dia De La Revolucion,IXIMIQUILPAN
20/11/2018,Dia De La Revolucion,CIENEGA
20/11/2018,Dia De La Revolucion,GUADALAJARA
20/11/2018,Dia De La Revolucion,JIQUILPAN
20/11/2018,Dia De La Revolucion,LOS ALTOS 
20/11/2018,Dia De La Revolucion,ZAPOTLAN
20/11/2018,Dia De La Revolucion,APATZINGAN
20/11/2018,Dia De La Revolucion,MORELIA
20/11/2018,Dia De La Revolucion,URUAPAN
20/11/2018,Dia De La Revolucion,ZACAPU
20/11/2018,Dia De La Revolucion,ZAMORA
20/11/2018,Dia De La Revolucion,TEPIC VALLARTA 
20/11/2018,Dia De La Revolucion,SAN JUAN DEL RIO
20/11/2018,Dia De La Revolucion,MATEHUALA
20/11/2018,Dia De La Revolucion,MINAS
20/11/2018,Dia De La Revolucion,AGUASCALIENTES
20/11/2018,Dia De La Revolucion,COLIMA 
20/11/2018,Dia De La Revolucion,QUERETARO
20/11/2018,Dia De La Revolucion,SAN LUIS POTOSI
20/11/2018,Dia De La Revolucion,ZACATECAS
01/12/2018,Cambio de Poder,FRESNILLO
01/12/2018,Cambio de Poder,MANZANILLO
01/12/2018,Cambio de Poder,CELAYA
01/12/2018,Cambio de Poder,IRAPUATO
01/12/2018,Cambio de Poder,LEON
01/12/2018,Cambio de Poder,SALVATIERRA
01/12/2018,Cambio de Poder,IXIMIQUILPAN
01/12/2018,Cambio de Poder,CIENEGA
01/12/2018,Cambio de Poder,GUADALAJARA
01/12/2018,Cambio de Poder,JIQUILPAN
01/12/2018,Cambio de Poder,LOS ALTOS 
01/12/2018,Cambio de Poder,ZAPOTLAN
01/12/2018,Cambio de Poder,APATZINGAN
01/12/2018,Cambio de Poder,MORELIA
01/12/2018,Cambio de Poder,URUAPAN
01/12/2018,Cambio de Poder,ZACAPU
01/12/2018,Cambio de Poder,ZAMORA
01/12/2018,Cambio de Poder,TEPIC VALLARTA 
01/12/2018,Cambio de Poder,SAN JUAN DEL RIO
01/12/2018,Cambio de Poder,MATEHUALA
01/12/2018,Cambio de Poder,MINAS
01/12/2018,Cambio de Poder,AGUASCALIENTES
01/12/2018,Cambio de Poder,COLIMA 
01/12/2018,Cambio de Poder,QUERETARO
01/12/2018,Cambio de Poder,SAN LUIS POTOSI
01/12/2018,Cambio de Poder,ZACATECAS
12/12/2018,Dia De La Virgen De Guadalupe,CELAYA
12/12/2018,Dia De La Virgen De Guadalupe,IRAPUATO
12/12/2018,Dia De La Virgen De Guadalupe,LEON
12/12/2018,Dia De La Virgen De Guadalupe,SALVATIERRA
12/12/2018,Dia De La Virgen De Guadalupe,IXIMIQUILPAN
12/12/2018,Dia De La Virgen De Guadalupe,CIENEGA
12/12/2018,Dia De La Virgen De Guadalupe,GUADALAJARA
12/12/2018,Dia De La Virgen De Guadalupe,JIQUILPAN
12/12/2018,Dia De La Virgen De Guadalupe,LOS ALTOS 
12/12/2018,Dia De La Virgen De Guadalupe,ZAPOTLAN
12/12/2018,Dia De La Virgen De Guadalupe,APATZINGAN
12/12/2018,Dia De La Virgen De Guadalupe,MORELIA
12/12/2018,Dia De La Virgen De Guadalupe,URUAPAN
12/12/2018,Dia De La Virgen De Guadalupe,ZACAPU
12/12/2018,Dia De La Virgen De Guadalupe,ZAMORA
12/12/2018,Dia De La Virgen De Guadalupe,TEPIC VALLARTA 
12/12/2018,Dia De La Virgen De Guadalupe,SAN JUAN DEL RIO
12/12/2018,Dia De La Virgen De Guadalupe,MATEHUALA
12/12/2018,Dia De La Virgen De Guadalupe,MINAS
12/12/2018,Dia De La Virgen De Guadalupe,AGUASCALIENTES
12/12/2018,Dia De La Virgen De Guadalupe,COLIMA 
12/12/2018,Dia De La Virgen De Guadalupe,QUERETARO
12/12/2018,Dia De La Virgen De Guadalupe,SAN LUIS POTOSI
12/12/2018,Dia De La Virgen De Guadalupe,ZACATECAS
12/12/2018,Dia De La Virgen De Guadalupe,FRESNILLO
12/12/2018,Dia De La Virgen De Guadalupe,MANZANILLO
12/12/2018,Dia De La Virgen De Guadalupe,CELAYA
12/12/2018,Dia De La Virgen De Guadalupe,IRAPUATO
12/12/2018,Dia De La Virgen De Guadalupe,LEON
