Fecha,Festivo,Zona_de_Carga
12/12/2018,Dia De La Virgen De Guadalupe,SALVATIERRA
12/12/2018,Dia De La Virgen De Guadalupe,IXIMIQUILPAN
12/12/2018,Dia De La Virgen De Guadalupe,CIENEGA
12/12/2018,Dia De La Virgen De Guadalupe,GUADALAJARA
12/12/2018,Dia De La Virgen De Guadalupe,JIQUILPAN
12/12/2018,Dia De La Virgen De Guadalupe,LOS ALTOS 
12/12/2018,Dia De La Virgen De Guadalupe,ZAPOTLAN
12/12/2018,Dia De La Virgen De Guadalupe,APATZINGAN
12/12/2018,Dia De La Virgen De Guadalupe,MORELIA
12/12/2018,Dia De La Virgen De Guadalupe,URUAPAN
12/12/2018,Dia De La Virgen De Guadalupe,ZACAPU
12/12/2018,Dia De La Virgen De Guadalupe,ZAMORA
12/12/2018,Dia De La Virgen De Guadalupe,TEPIC VALLARTA 
12/12/2018,Dia De La Virgen De Guadalupe,SAN JUAN DEL RIO
12/12/2018,Dia De La Virgen De Guadalupe,MATEHUALA
12/12/2018,Dia De La Virgen De Guadalupe,MINAS
12/12/2018,Dia De La Virgen De Guadalupe,AGUASCALIENTES
12/12/2018,Dia De La Virgen De Guadalupe,COLIMA 
12/12/2018,Dia De La Virgen De Guadalupe,QUERETARO
12/12/2018,Dia De La Virgen De Guadalupe,SAN LUIS POTOSI
12/12/2018,Dia De La Virgen De Guadalupe,ZACATECAS
25/12/2018,Navidad,FRESNILLO
25/12/2018,Navidad,MANZANILLO
25/12/2018,Navidad,CELAYA
25/12/2018,Navidad,IRAPUATO
25/12/2018,Navidad,LEON
25/12/2018,Navidad,SALVATIERRA
25/12/2018,Navidad,IXIMIQUILPAN
25/12/2018,Navidad,CIENEGA
25/12/2018,Navidad,GUADALAJARA
25/12/2018,Navidad,JIQUILPAN
25/12/2018,Navidad,LOS ALTOS 
25/12/2018,Navidad,ZAPOTLAN
25/12/2018,Navidad,APATZINGAN
25/12/2018,Navidad,MORELIA
25/12/2018,Navidad,URUAPAN
25/12/2018,Navidad,ZACAPU
25/12/2018,Navidad,ZAMORA
25/12/2018,Navidad,TEPIC VALLARTA 
25/12/2018,Navidad,SAN JUAN DEL RIO
25/12/2018,Navidad,MATEHUALA
25/12/2018,Navidad,MINAS
25/12/2018,Navidad,AGUASCALIENTES
25/12/2018,Navidad,COLIMA 
25/12/2018,Navidad,QUERETARO
25/12/2018,Navidad,SAN LUIS POTOSI
25/12/2018,Navidad,ZACATECAS
01/01/2019,Ano Nuevo,FRESNILLO
01/01/2019,Ano Nuevo,MANZANILLO
01/01/2019,Ano Nuevo,CELAYA
01/01/2019,Ano Nuevo,IRAPUATO
01/01/2019,Ano Nuevo,LEON
01/01/2019,Ano Nuevo,SALVATIERRA
01/01/2019,Ano Nuevo,IXIMIQUILPAN
01/01/2019,Ano Nuevo,CIENEGA
01/01/2019,Ano Nuevo,GUADALAJARA
01/01/2019,Ano Nuevo,JIQUILPAN
01/01/2019,Ano Nuevo,LOS ALTOS 
01/01/2019,Ano Nuevo,ZAPOTLAN
01/01/2019,Ano Nuevo,APATZINGAN
01/01/2019,Ano Nuevo,MORELIA
01/01/2019,Ano Nuevo,URUAPAN
01/01/2019,Ano Nuevo,ZACAPU
01/01/2019,Ano Nuevo,ZAMORA
01/01/2019,Ano Nuevo,TEPIC VALLARTA 
01/01/2019,Ano Nuevo,SAN JUAN DEL RIO
01/01/2019,Ano Nuevo,MATEHUALA
01/01/2019,Ano Nuevo,MINAS
01/01/2019,Ano Nuevo,AGUASCALIENTES
01/01/2019,Ano Nuevo,COLIMA 
01/01/2019,Ano Nuevo,QUERETARO
01/01/2019,Ano Nuevo,SAN LUIS POTOSI
01/01/2019,Ano Nuevo,ZACATECAS
05/02/2018,Aniversario De La Constitucion De 1917,FRESNILLO
05/02/2018,Aniversario De La Constitucion De 1917,MANZANILLO
05/02/2018,Aniversario De La Constitucion De 1917,CELAYA
05/02/2018,Aniversario De La Constitucion De 1917,IRAPUATO
05/02/2018,Aniversario De La Constitucion De 1917,LEON
05/02/2018,Aniversario De La Constitucion De 1917,SALVATIERRA
05/02/2018,Aniversario De La Constitucion De 1917,IXIMIQUILPAN
05/02/2018,Aniversario De La Constitucion De 1917,CIENEGA
05/02/2018,Aniversario De La Constitucion De 1917,GUADALAJARA
05/02/2018,Aniversario De La Constitucion De 1917,JIQUILPAN
05/02/2018,Aniversario De La Constitucion De 1917,LOS ALTOS 
05/02/2018,Aniversario De La Constitucion De 1917,ZAPOTLAN
05/02/2018,Aniversario De La Constitucion De 1917,APATZINGAN
05/02/2018,Aniversario De La Constitucion De 1917,MORELIA
05/02/2018,Aniversario De La Constitucion De 1917,URUAPAN
05/02/2018,Aniversario De La Constitucion De 1917,ZACAPU
05/02/2018,Aniversario De La Constitucion De 1917,ZAMORA
05/02/2018,Aniversario De La Constitucion De 1917,TEPIC VALLARTA 
05/02/2018,Aniversario De La Constitucion De 1917,SAN JUAN DEL RIO
05/02/2018,Aniversario De La Constitucion De 1917,MATEHUALA
05/02/2018,Aniversario De La Constitucion De 1917,MINAS
05/02/2018,Aniversario De La Constitucion De 1917,AGUASCALIENTES
05/02/2018,Aniversario De La Constitucion De 1917,COLIMA 
05/02/2018,Aniversario De La Constitucion De 1917,QUERETARO
05/02/2018,Aniversario De La Constitucion De 1917,SAN LUIS POTOSI
05/02/2018,Aniversario De La Constitucion De 1917,ZACATECAS
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,FRESNILLO
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,MANZANILLO
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,CELAYA
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,IRAPUATO
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,LEON
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,SALVATIERRA
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,IXIMIQUILPAN
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,CIENEGA
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,GUADALAJARA
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,JIQUILPAN
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,LOS ALTOS 
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,ZAPOTLAN
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,APATZINGAN
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,MORELIA
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,URUAPAN
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,ZACAPU
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,ZAMORA
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,TEPIC VALLARTA 
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,SAN JUAN DEL RIO
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,MATEHUALA
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,MINAS
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,AGUASCALIENTES
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,COLIMA 
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,QUERETARO
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,SAN LUIS POTOSI
18/03/2019,Natalicio De Benito Ju‡Rez Garcia,ZACATECAS
18/04/2019,Jueves Santo,FRESNILLO
18/04/2019,Jueves Santo,MANZANILLO
18/04/2019,Jueves Santo,CELAYA
18/04/2019,Jueves Santo,IRAPUATO
18/04/2019,Jueves Santo,LEON
18/04/2019,Jueves Santo,SALVATIERRA
18/04/2019,Jueves Santo,IXIMIQUILPAN
18/04/2019,Jueves Santo,CIENEGA
18/04/2019,Jueves Santo,GUADALAJARA
18/04/2019,Jueves Santo,JIQUILPAN
18/04/2019,Jueves Santo,LOS ALTOS 
18/04/2019,Jueves Santo,ZAPOTLAN
18/04/2019,Jueves Santo,APATZINGAN
18/04/2019,Jueves Santo,MORELIA
18/04/2019,Jueves Santo,URUAPAN
18/04/2019,Jueves Santo,ZACAPU
18/04/2019,Jueves Santo,ZAMORA
18/04/2019,Jueves Santo,TEPIC VALLARTA 
18/04/2019,Jueves Santo,SAN JUAN DEL RIO
18/04/2019,Jueves Santo,MATEHUALA
18/04/2019,Jueves Santo,MINAS
18/04/2019,Jueves Santo,AGUASCALIENTES
18/04/2019,Jueves Santo,COLIMA 
18/04/2019,Jueves Santo,QUERETARO
18/04/2019,Jueves Santo,SAN LUIS POTOSI
18/04/2019,Jueves Santo,ZACATECAS
19/04/2019,Viernes Santo,FRESNILLO
19/04/2019,Viernes Santo,MANZANILLO
19/04/2019,Viernes Santo,CELAYA
19/04/2019,Viernes Santo,IRAPUATO
19/04/2019,Viernes Santo,LEON
19/04/2019,Viernes Santo,SALVATIERRA
19/04/2019,Viernes Santo,IXIMIQUILPAN
19/04/2019,Viernes Santo,CIENEGA
19/04/2019,Viernes Santo,GUADALAJARA
19/04/2019,Viernes Santo,JIQUILPAN
19/04/2019,Viernes Santo,LOS ALTOS 
19/04/2019,Viernes Santo,ZAPOTLAN
19/04/2019,Viernes Santo,APATZINGAN
19/04/2019,Viernes Santo,MORELIA
19/04/2019,Viernes Santo,URUAPAN
19/04/2019,Viernes Santo,ZACAPU
19/04/2019,Viernes Santo,ZAMORA
19/04/2019,Viernes Santo,TEPIC VALLARTA 
19/04/2019,Viernes Santo,SAN JUAN DEL RIO
19/04/2019,Viernes Santo,MATEHUALA
19/04/2019,Viernes Santo,MINAS
19/04/2019,Viernes Santo,AGUASCALIENTES
19/04/2019,Viernes Santo,COLIMA 
19/04/2019,Viernes Santo,QUERETARO
19/04/2019,Viernes Santo,SAN LUIS POTOSI
19/04/2019,Viernes Santo,ZACATECAS
01/05/2019,Dia Del Trabajo,FRESNILLO
01/05/2019,Dia Del Trabajo,MANZANILLO
01/05/2019,Dia Del Trabajo,CELAYA
01/05/2019,Dia Del Trabajo,IRAPUATO
01/05/2019,Dia Del Trabajo,LEON
01/05/2019,Dia Del Trabajo,SALVATIERRA
01/05/2019,Dia Del Trabajo,IXIMIQUILPAN
01/05/2019,Dia Del Trabajo,CIENEGA
01/05/2019,Dia Del Trabajo,GUADALAJARA
01/05/2019,Dia Del Trabajo,JIQUILPAN
01/05/2019,Dia Del Trabajo,LOS ALTOS 
01/05/2019,Dia Del Trabajo,ZAPOTLAN
01/05/2019,Dia Del Trabajo,APATZINGAN
01/05/2019,Dia Del Trabajo,MORELIA
01/05/2019,Dia Del Trabajo,URUAPAN
01/05/2019,Dia Del Trabajo,ZACAPU
01/05/2019,Dia Del Trabajo,ZAMORA
01/05/2019,Dia Del Trabajo,TEPIC VALLARTA 
01/05/2019,Dia Del Trabajo,SAN JUAN DEL RIO
01/05/2019,Dia Del Trabajo,MATEHUALA
01/05/2019,Dia Del Trabajo,MINAS
01/05/2019,Dia Del Trabajo,AGUASCALIENTES
01/05/2019,Dia Del Trabajo,COLIMA 
01/05/2019,Dia Del Trabajo,QUERETARO
01/05/2019,Dia Del Trabajo,SAN LUIS POTOSI
01/05/2019,Dia Del Trabajo,ZACATECAS
10/05/2019,Dia De La Madre,FRESNILLO
10/05/2019,Dia De La Madre,MANZANILLO
10/05/2019,Dia De La Madre,CELAYA
10/05/2019,Dia De La Madre,IRAPUATO
10/05/2019,Dia De La Madre,LEON
10/05/2019,Dia De La Madre,SALVATIERRA
10/05/2019,Dia De La Madre,IXIMIQUILPAN
10/05/2019,Dia De La Madre,CIENEGA
10/05/2019,Dia De La Madre,GUADALAJARA
10/05/2019,Dia De La Madre,JIQUILPAN
10/05/2019,Dia De La Madre,LOS ALTOS 
10/05/2019,Dia De La Madre,ZAPOTLAN
10/05/2019,Dia De La Madre,APATZINGAN
10/05/2019,Dia De La Madre,MORELIA
10/05/2019,Dia De La Madre,URUAPAN
10/05/2019,Dia De La Madre,ZACAPU
10/05/2019,Dia De La Madre,ZAMORA
10/05/2019,Dia De La Madre,TEPIC VALLARTA 
10/05/2019,Dia De La Madre,SAN JUAN DEL RIO
10/05/2019,Dia De La Madre,MATEHUALA
10/05/2019,Dia De La Madre,MINAS
10/05/2019,Dia De La Madre,AGUASCALIENTES
10/05/2019,Dia De La Madre,COLIMA 
10/05/2019,Dia De La Madre,QUERETARO
10/05/2019,Dia De La Madre,SAN LUIS POTOSI
10/05/2019,Dia De La Madre,ZACATECAS
16/09/2019,Dia De La Independencia,FRESNILLO
16/09/2019,Dia De La Independencia,MANZANILLO
16/09/2019,Dia De La Independencia,CELAYA
16/09/2019,Dia De La Independencia,IRAPUATO
16/09/2019,Dia De La Independencia,LEON
16/09/2019,Dia De La Independencia,SALVATIERRA
16/09/2019,Dia De La Independencia,IXIMIQUILPAN
16/09/2019,Dia De La Independencia,CIENEGA
16/09/2019,Dia De La Independencia,GUADALAJARA
16/09/2019,Dia De La Independencia,JIQUILPAN
16/09/2019,Dia De La Independencia,LOS ALTOS 
16/09/2019,Dia De La Independencia,ZAPOTLAN
16/09/2019,Dia De La Independencia,APATZINGAN
16/09/2019,Dia De La Independencia,MORELIA
16/09/2019,Dia De La Independencia,URUAPAN
16/09/2019,Dia De La Independencia,ZACAPU
16/09/2019,Dia De La Independencia,ZAMORA
16/09/2019,Dia De La Independencia,TEPIC VALLARTA 
16/09/2019,Dia De La Independencia,SAN JUAN DEL RIO
16/09/2019,Dia De La Independencia,MATEHUALA
16/09/2019,Dia De La Independencia,MINAS
16/09/2019,Dia De La Independencia,AGUASCALIENTES
16/09/2019,Dia De La Independencia,COLIMA 
16/09/2019,Dia De La Independencia,QUERETARO
16/09/2019,Dia De La Independencia,SAN LUIS POTOSI
16/09/2019,Dia De La Independencia,ZACATECAS
12/10/2019,Dia De La Virgen De Zapopan,GUADALAJARA
02/11/2019,Dia De Los Muertos,FRESNILLO
02/11/2019,Dia De Los Muertos,MANZANILLO
02/11/2019,Dia De Los Muertos,CELAYA
02/11/2019,Dia De Los Muertos,IRAPUATO
02/11/2019,Dia De Los Muertos,LEON
02/11/2019,Dia De Los Muertos,SALVATIERRA
02/11/2019,Dia De Los Muertos,IXIMIQUILPAN
02/11/2019,Dia De Los Muertos,CIENEGA
02/11/2019,Dia De Los Muertos,GUADALAJARA
02/11/2019,Dia De Los Muertos,JIQUILPAN
02/11/2019,Dia De Los Muertos,LOS ALTOS 
02/11/2019,Dia De Los Muertos,ZAPOTLAN
02/11/2019,Dia De Los Muertos,APATZINGAN
02/11/2019,Dia De Los Muertos,MORELIA
02/11/2019,Dia De Los Muertos,URUAPAN
02/11/2019,Dia De Los Muertos,ZACAPU
02/11/2019,Dia De Los Muertos,ZAMORA
02/11/2019,Dia De Los Muertos,TEPIC VALLARTA 
02/11/2019,Dia De Los Muertos,SAN JUAN DEL RIO
02/11/2019,Dia De Los Muertos,MATEHUALA
02/11/2019,Dia De Los Muertos,MINAS
02/11/2019,Dia De Los Muertos,AGUASCALIENTES
02/11/2019,Dia De Los Muertos,COLIMA 
02/11/2019,Dia De Los Muertos,QUERETARO
02/11/2019,Dia De Los Muertos,SAN LUIS POTOSI
02/11/2019,Dia De Los Muertos,ZACATECAS
18/11/2019,Dia De La Revolucion,FRESNILLO
18/11/2019,Dia De La Revolucion,MANZANILLO
18/11/2019,Dia De La Revolucion,CELAYA
18/11/2019,Dia De La Revolucion,IRAPUATO
18/11/2019,Dia De La Revolucion,LEON
18/11/2019,Dia De La Revolucion,SALVATIERRA
18/11/2019,Dia De La Revolucion,IXIMIQUILPAN
18/11/2019,Dia De La Revolucion,CIENEGA
18/11/2019,Dia De La Revolucion,GUADALAJARA
18/11/2019,Dia De La Revolucion,JIQUILPAN
18/11/2019,Dia De La Revolucion,LOS ALTOS 
18/11/2019,Dia De La Revolucion,ZAPOTLAN
18/11/2019,Dia De La Revolucion,APATZINGAN
18/11/2019,Dia De La Revolucion,MORELIA
18/11/2019,Dia De La Revolucion,URUAPAN
18/11/2019,Dia De La Revolucion,ZACAPU
18/11/2019,Dia De La Revolucion,ZAMORA
18/11/2019,Dia De La Revolucion,TEPIC VALLARTA 
18/11/2019,Dia De La Revolucion,SAN JUAN DEL RIO
18/11/2019,Dia De La Revolucion,MATEHUALA
18/11/2019,Dia De La Revolucion,MINAS
18/11/2019,Dia De La Revolucion,AGUASCALIENTES
18/11/2019,Dia De La Revolucion,COLIMA 
18/11/2019,Dia De La Revolucion,QUERETARO
18/11/2019,Dia De La Revolucion,SAN LUIS POTOSI
18/11/2019,Dia De La Revolucion,ZACATECAS
12/12/2019,Dia De La Virgen De Guadalupe,CELAYA
12/12/2019,Dia De La Virgen De Guadalupe,IRAPUATO
12/12/2019,Dia De La Virgen De Guadalupe,LEON
12/12/2019,Dia De La Virgen De Guadalupe,SALVATIERRA
12/12/2019,Dia De La Virgen De Guadalupe,IXIMIQUILPAN
12/12/2019,Dia De La Virgen De Guadalupe,CIENEGA
12/12/2019,Dia De La Virgen De Guadalupe,GUADALAJARA
12/12/2019,Dia De La Virgen De Guadalupe,JIQUILPAN
12/12/2019,Dia De La Virgen De Guadalupe,LOS ALTOS 
12/12/2019,Dia De La Virgen De Guadalupe,ZAPOTLAN
12/12/2019,Dia De La Virgen De Guadalupe,APATZINGAN
12/12/2019,Dia De La Virgen De Guadalupe,MORELIA
12/12/2019,Dia De La Virgen De Guadalupe,URUAPAN
12/12/2019,Dia De La Virgen De Guadalupe,ZACAPU
12/12/2019,Dia De La Virgen De Guadalupe,ZAMORA
12/12/2019,Dia De La Virgen De Guadalupe,TEPIC VALLARTA 
12/12/2019,Dia De La Virgen De Guadalupe,SAN JUAN DEL RIO
12/12/2019,Dia De La Virgen De Guadalupe,MATEHUALA
12/12/2019,Dia De La Virgen De Guadalupe,MINAS
12/12/2019,Dia De La Virgen De Guadalupe,AGUASCALIENTES
12/12/2019,Dia De La Virgen De Guadalupe,COLIMA 
12/12/2019,Dia De La Virgen De Guadalupe,QUERETARO
12/12/2019,Dia De La Virgen De Guadalupe,SAN LUIS POTOSI
12/12/2019,Dia De La Virgen De Guadalupe,ZACATECAS
12/12/2019,Dia De La Virgen De Guadalupe,FRESNILLO
12/12/2019,Dia De La Virgen De Guadalupe,MANZANILLO
12/12/2019,Dia De La Virgen De Guadalupe,CELAYA
12/12/2019,Dia De La Virgen De Guadalupe,IRAPUATO
12/12/2019,Dia De La Virgen De Guadalupe,LEON
12/12/2019,Dia De La Virgen De Guadalupe,SALVATIERRA
12/12/2019,Dia De La Virgen De Guadalupe,IXIMIQUILPAN
12/12/2019,Dia De La Virgen De Guadalupe,CIENEGA
12/12/2019,Dia De La Virgen De Guadalupe,GUADALAJARA
12/12/2019,Dia De La Virgen De Guadalupe,JIQUILPAN
12/12/2019,Dia De La Virgen De Guadalupe,LOS ALTOS 
12/12/2019,Dia De La Virgen De Guadalupe,ZAPOTLAN
12/12/2019,Dia De La Virgen De Guadalupe,APATZINGAN
12/12/2019,Dia De La Virgen De Guadalupe,MORELIA
12/12/2019,Dia De La Virgen De Guadalupe,URUAPAN
12/12/2019,Dia De La Virgen De Guadalupe,ZACAPU
12/12/2019,Dia De La Virgen De Guadalupe,ZAMORA
12/12/2019,Dia De La Virgen De Guadalupe,TEPIC VALLARTA 
12/12/2019,Dia De La Virgen De Guadalupe,SAN JUAN DEL RIO
12/12/2019,Dia De La Virgen De Guadalupe,MATEHUALA
12/12/2019,Dia De La Virgen De Guadalupe,MINAS
12/12/2019,Dia De La Virgen De Guadalupe,AGUASCALIENTES
12/12/2019,Dia De La Virgen De Guadalupe,COLIMA 
12/12/2019,Dia De La Virgen De Guadalupe,QUERETARO
12/12/2019,Dia De La Virgen De Guadalupe,SAN LUIS POTOSI
12/12/2019,Dia De La Virgen De Guadalupe,ZACATECAS
25/12/2019,Navidad,FRESNILLO
25/12/2019,Navidad,MANZANILLO
25/12/2019,Navidad,CELAYA
25/12/2019,Navidad,IRAPUATO
25/12/2019,Navidad,LEON
25/12/2019,Navidad,SALVATIERRA
25/12/2019,Navidad,IXIMIQUILPAN
25/12/2019,Navidad,CIENEGA
25/12/2019,Navidad,GUADALAJARA
25/12/2019,Navidad,JIQUILPAN
25/12/2019,Navidad,LOS ALTOS 
25/12/2019,Navidad,ZAPOTLAN
25/12/2019,Navidad,APATZINGAN
25/12/2019,Navidad,MORELIA
25/12/2019,Navidad,URUAPAN
25/12/2019,Navidad,ZACAPU
25/12/2019,Navidad,ZAMORA
25/12/2019,Navidad,TEPIC VALLARTA 
25/12/2019,Navidad,SAN JUAN DEL RIO
25/12/2019,Navidad,MATEHUALA
25/12/2019,Navidad,MINAS
25/12/2019,Navidad,AGUASCALIENTES
25/12/2019,Navidad,COLIMA 
25/12/2019,Navidad,QUERETARO
25/12/2019,Navidad,SAN LUIS POTOSI
25/12/2019,Navidad,ZACATECAS
02/02/2016,Virgen de la salud,COLIMA 
05/02/2016,Fiesta taurina ,COLIMA 
06/02/2016,Fiesta taurina ,COLIMA 
07/02/2016,Fiesta taurina ,COLIMA 
08/02/2016,Fiesta taurina ,COLIMA 
09/02/2016,Fiesta taurina ,COLIMA 
10/02/2016,Fiesta taurina ,COLIMA 
11/02/2016,Fiesta taurina ,COLIMA 
12/02/2016,Fiesta taurina ,COLIMA 
13/02/2016,Fiesta taurina ,COLIMA 
14/02/2016,Fiesta taurina ,COLIMA 
15/02/2016,Fiesta taurina ,COLIMA 
01/11/2016,"Feria agricola , ganadera , comercial e industrial ",COLIMA 
12/12/2016,Virgen de Guadalupe ,COLIMA 
12/12/2016,Virgen de Gudalupe ,COLIMA 
15/12/2016,Fiesta de San Rafael ,COLIMA 
16/12/2016,Fiesta de San Rafael ,COLIMA 
17/12/2016,Fiesta de San Rafael ,COLIMA 
18/12/2016,Fiesta de San Rafael ,COLIMA 
19/12/2016,Fiesta de San Rafael ,COLIMA 
20/12/2016,Fiesta de San Rafael ,COLIMA 
21/12/2016,Fiesta de San Rafael ,COLIMA 
22/12/2016,Fiesta de San Rafael ,COLIMA 
23/12/2016,Fiesta de San Rafael ,COLIMA 
24/12/2016,Fiesta de San Rafael ,COLIMA 
05/01/2016,Santos reyes ,COLIMA 
06/01/2016,Santos reyes ,COLIMA 
12/01/2016,Senor de la Expiracion ,COLIMA 
29/04/2016,Feria Manzanillo,MANZANILLO
30/04/2016,Feria Manzanillo,MANZANILLO
01/05/2016,Feria Manzanillo,MANZANILLO
01/12/2016,Fiesta Inmaculada ,COLIMA 
02/12/2016,Fiesta Inmaculada ,COLIMA 
03/12/2016,Fiesta Inmaculada ,COLIMA 
04/12/2016,Fiesta Inmaculada ,COLIMA 
05/12/2016,Fiesta Inmaculada ,COLIMA 
06/12/2016,Fiesta Inmaculada ,COLIMA 
07/12/2016,Fiesta Inmaculada ,COLIMA 
08/12/2016,Fiesta Inmaculada ,COLIMA 
05/05/2016,Fiesta Cristo de Cana ,COLIMA 
06/05/2016,Fiesta Cristo de Cana ,COLIMA 
07/05/2016,Fiesta Cristo de Cana ,COLIMA 
08/05/2016,Fiesta Cristo de Cana ,COLIMA 
09/05/2016,Fiesta Cristo de Cana ,COLIMA 
10/05/2016,Fiesta Cristo de Cana ,COLIMA 
11/05/2016,Fiesta Cristo de Cana ,COLIMA 
12/05/2016,Fiesta Cristo de Cana ,COLIMA 
13/05/2016,Fiesta Cristo de Cana ,COLIMA 
14/05/2016,Fiesta Cristo de Cana ,COLIMA 
04/06/2016,Fiestas Santo Patrono ,COLIMA 
05/06/2016,Fiestas Santo Patrono ,COLIMA 
06/06/2016,Fiestas Santo Patrono ,COLIMA 
07/06/2016,Fiestas Santo Patrono ,COLIMA 
08/06/2016,Fiestas Santo Patrono ,COLIMA 
09/06/2016,Fiestas Santo Patrono ,COLIMA 
10/06/2016,Fiestas Santo Patrono ,COLIMA 
11/06/2016,Fiestas Santo Patrono ,COLIMA 
12/06/2016,Fiestas Santo Patrono ,COLIMA 
13/06/2016,Fiestas Santo Patrono ,COLIMA 
16/07/2016,Fiesta del Senor Santiago ,COLIMA 
17/07/2016,Fiesta del Senor Santiago ,COLIMA 
18/07/2016,Fiesta del Senor Santiago ,COLIMA 
19/07/2016,Fiesta del Senor Santiago ,COLIMA 
20/07/2016,Fiesta del Senor Santiago ,COLIMA 
21/07/2016,Fiesta del Senor Santiago ,COLIMA 
22/07/2016,Fiesta del Senor Santiago ,COLIMA 
23/07/2016,Fiesta del Senor Santiago ,COLIMA 
24/07/2016,Fiesta del Senor Santiago ,COLIMA 
25/07/2016,Fiesta del Senor Santiago ,COLIMA 
02/02/2016,Fiesta la Candelaria ,COLIMA 
23/01/2016,Aniversario de Nombramiento de la ciudad ,COLIMA 
02/02/2016,La Candelaria ,COLIMA 
03/01/2016,Senor de los Rayos ,GUADALAJARA
04/01/2016,Senor de los Rayos ,GUADALAJARA
05/01/2016,Senor de los Rayos ,GUADALAJARA
06/01/2016,Senor de los Rayos ,GUADALAJARA
07/01/2016,Senor de los Rayos ,GUADALAJARA
08/01/2016,Senor de los Rayos ,GUADALAJARA
09/01/2016,Senor de los Rayos ,GUADALAJARA
10/01/2016,Senor de los Rayos ,GUADALAJARA
11/01/2016,Senor de los Rayos ,GUADALAJARA
12/01/2016,Senor de los Rayos ,GUADALAJARA
02/02/2016,La Candelaria ,LOS ALTOS 
30/01/2016,Carnaval Jalostotitlan ,LOS ALTOS 
31/01/2016,Carnaval Jalostotitlan ,LOS ALTOS 
01/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
02/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
03/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
04/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
05/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
06/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
07/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
08/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
09/02/2016,Carnaval Jalostotitlan ,LOS ALTOS 
01/04/2016,Fiestas del sol ,GUADALAJARA
02/04/2016,Fiestas del sol ,GUADALAJARA
03/04/2016,Fiestas del sol ,GUADALAJARA
04/04/2016,Fiestas del sol ,GUADALAJARA
05/04/2016,Fiestas del sol ,GUADALAJARA
06/04/2016,Fiestas del sol ,GUADALAJARA
07/04/2016,Fiestas del sol ,GUADALAJARA
08/04/2016,Fiestas del sol ,GUADALAJARA
09/04/2016,Fiestas del sol ,GUADALAJARA
10/04/2016,Fiestas del sol ,GUADALAJARA
11/04/2016,Fiestas del sol ,GUADALAJARA
12/04/2016,Fiestas del sol ,GUADALAJARA
13/04/2016,Fiestas del sol ,GUADALAJARA
14/04/2016,Fiestas del sol ,GUADALAJARA
22/04/2016,Feria de abril,LOS ALTOS 
23/04/2016,Feria de abril,LOS ALTOS 
24/04/2016,Feria de abril,LOS ALTOS 
25/04/2016,Feria de abril,LOS ALTOS 
26/04/2016,Feria de abril,LOS ALTOS 
27/04/2016,Feria de abril,LOS ALTOS 
28/04/2016,Feria de abril,LOS ALTOS 
29/04/2016,Feria de abril,LOS ALTOS 
30/04/2016,Feria de abril,LOS ALTOS 
29/04/2016,Feria Nacional de la cana ,GUADALAJARA
30/04/2016,Feria Nacional de la cana ,GUADALAJARA
01/05/2016,Feria Nacional de la cana ,GUADALAJARA
02/05/2016,Feria Nacional de la cana ,GUADALAJARA
03/05/2016,Feria Regional ,CIENEGA
04/05/2016,Feria Regional ,CIENEGA
05/05/2016,Feria Regional ,CIENEGA
06/05/2016,Feria Regional ,CIENEGA
07/05/2016,Feria Regional ,CIENEGA
08/05/2016,Feria Regional ,CIENEGA
09/05/2016,Feria Regional ,CIENEGA
10/05/2016,Feria Regional ,CIENEGA
11/05/2016,Feria Regional ,CIENEGA
